paper_id,duration,trt_id,year,fert_app,fert_type,fert_type_detail,fert_rate,fert_nitrogen,fert_phosphorus,fert_potassium,fert_carbon,fert_date,trt_name,trt_other_description
5064,2007-2,8,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,farm yard manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,9,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,10,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; Busumbu phosphate rock (BPR) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5064,2007-2,11,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Tithonia manure; triple superphosphate (TSP) with urea,NA,Present,Present,Present,Present,NA,NA,NA
5065,2003-1,0,1,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5065,1997-7,1,1,NA,Phosphorus Mineral Fertilizer,"Triple Super Phosphate, 50 kg P/ha/yr",50 kg P/ha/yr,Absent,Present,Absent,Absent,NA,NA,NA
5066,2004-4,0,1;2;3;4,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5066,2004-4,1,1;2;3;4,NA,Phosphorus Mineral Fertilizer,"Triple Super Phosphate, 50 kg P/ha/yr",60 kg P/ha/yr,Absent,Present,Absent,Absent,NA,NA,NA
5067,1976-27,0,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Unamended,unfertilized,NA,Absent,Absent,Absent,Absent,NA,NA,NIL
5067,1976-27,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Green Manure,corn stover residue,NA,Present,Present,Present,Present,NA,NA,NIL+R
5067,1976-27,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure,farm yard manure,5 tons manure/ha,Present,Present,Present,Present,NA,NA,FYM
5067,1976-27,3,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Green Manure,farm yard manure; corn stover residue,5 tons manure/ha; all stover residue,Present,Present,Present,Present,NA,NA,FYM+R
5067,1976-27,4,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,calcium ammonium nitrate; triple super-phosphate,60 kg N/ha; 26 kg P/ha,60 kg N/ha,26 kg P/ha,Absent,Absent,NA,NA,NP
5067,1976-27,5,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Green Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,corn stover residue;calcium ammonium nitrate; triple super-phosphate,60 kg N/ha; 26 kg P/ha,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,NP+R
5067,1976-27,6,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,farmyard manure; calcium ammonium nitrate; triple super-phosphate,5 tons manure/ha; 60 kg N/ha; 26 kg P/ha,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,FYM+N+P
5067,1976-27,7,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,NA,Animal Manure;Green Manure;Nitrogen Mineral Fertilizer;Phosphorus Mineral Fertilizer,farm yard manure; corn stover residue; calcium ammonium nitrate; triple super-phosphate,NA,> 60 kg N/ha,>26 kg P/ha,Present,Present,NA,NA,FYM+N+P+R
5068,2006-2,0,1;2,NA,Unamended,unfertilized,0 kg P/ha/yr,Absent,Absent,Absent,Absent,NA,NA,NA
5068,2006-2,1,1;2,NA,Green Manure,Tithonia,20 kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,2,1;2,NA,Animal Manure,farmyard manure,20 kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,3,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Minjingu phosphate rock;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,4,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,Busumbu phosphate rock;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,5,1;2,NA,Phosphorus Mineral Fertilizer;Nitrogen Mineral Fertilizer,triple superphosphate;urea,60 Kg P/ha; 100 kg N/ha,100 kg N/ha,Present,Absent,Absent,NA,NA,NA
5068,2006-2,6,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,Minjingu phosphate rock;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,7,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,Busumbu phosphate rock;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,8,1;2,NA,Green Manure;Phosphorus Mineral Fertilizer,triple superphosphate;Tithonia,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,9,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,Minjingu phosphate rock;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,10,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,Busumbu phosphate rock;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5068,2006-2,11,1;2,NA,Animal Manure;Phosphorus Mineral Fertilizer,triple superphosphate;farmyard manure,60 Kg P/ha,Present,Present,Present,Present,NA,NA,NA
5069,2001-3,0,1;2;3,NA,Potassium Mineral Fertilizer,potash,60 kg K/ha,Absent,Absent,Present,Absent,NA,NA,NA
5069,2001-3,1,1;2;3,NA,Phosphorus Mineral Fertilizer;Potassium Mineral Fertilizer,triple super phosphate;potash,50 kg P/ha;60 kg K/ha,Absent,Present,Present,Absent,NA,NA,NA
